text,bonus_clustering
Ναν τα κάμης ούλα πρώτα κι απέ να πής εξέγνοιασα!,0
Α δε του φορτώση και τ' απανογόμπι δεν ξεκοινά ο γάιδαρος,0
Ο πώχει δυό πουκάμησα να δίνη το ένα,0
Τ' αγγειό πουλεί το πράμμα!,0
"Τα βαγένια εγκόμησαν, και δεν αποτρυγήσαμε",0
"Και τα χείληα του ο περήφανος πρισμένα πάντα τάχα, και ποτέ δεν την περνούν οι μαγουλήτες",0
Να μη λείπη κι απ΄ απ΄ ας είν και λίγο,0
"Πως γυναίκα δε μου μοιάζουν τα παιδιά μας; είν' που σαν καλη ώρα τώρα, κάπου αλλού είχες άνδρα μου, το νού σου",0
"Που είναι που τόνε στενεύα τον καθ' έναν το παπούτσι του, άλλος από κειόν που το φορεί, δεν ξέρει",0
Η μαμούρα νίβεται κι' η ποδιά της χαίρεται,0
Νους και που μυαλό αν τον εύρης,0
Τα δόντια βαστούν την γλώσσαν,0
Κάθε δίκιο δεν βαρεί,0
Τα μισά τση χιλιάδας πεντακόσα,0
"Αυτοί που σ' ορμηνεύουνε, σου 'φαγαν το κεφάλι",0
Ίσα είναι; νόμος είναι,0
"Τα κατάπιες; Χώνεψ' τα, τι αν τα ξεράσης, τι έβγαλες",0
"Άλλος δεν είν που να φχαριστειέται και στο τίποτε, οξ' απ' τον περήφανο",0
"Την αιτία του κακού, θα βρεις να κρίνης",0
"Πομπαίς του Παναγή, τση Παναγιώτας γάναις",0
"Άναβε το λυχναρι σου, πριν πιάση το σκοτάδι",0
"Από βραδύς καλά, και την αυγή τρεχάλα!",0
"Τ' είν' που πρέπη θα να ιδής, όχι τ' είν' που να μπορής!",0
Όπως τού τά γράψουν εκεινού πού λείπει!,0
"Ο κακός, ως και από τον' έσκιο του φοβάται",0
"Αγάπη μοναχή, σ' εκειόνε που την έχει μένει",0
Οσσιανού που δουλεύει ο Θεός του πένει,0
Πρώτα ένα κι' απέ' δυό,0
"Οποίος κοιμάται, ψωμί δε γυρεύει",0
Η κάθε παροιμία είναι λόγος ανεκτίμητος,0
Ν' ακουρμένωτσαι και τσ' άλλους!,0
"Πόσα του λοίπουν του αφεντός, ο Θεός κ' εκείνος τα ξέρει",0
Οπ' ανάφτει καίεται!,0
Να (ας) γεννηθώ με ριζικό και στη φωτιά (ή στη κροπιά) ας με ρίξουν,0
"Όποιος το λέει φουρκίστεμε, κρεμμεύεται μονάχος του",0
Ηύρεμα της γης χαρά της ψυχής,0
"Όποιος δε φχαριστειέται στο λίγο, μήτε και το πολύ δε φχαριστειέται",0
"Ο Θεός όπου μα έκαμε, έχει και την έγνια μας!",0
"Τ΄άργανα, τα τούμπανα κι η στιά ξεσπιθισμένη",0
"Ξύλο κούτσουρο, κ' κάφτο, κ' τι άλλο ναν το κάμης!",0
"Του μεγάλωνε τα πράμματα ή παίνα τα, ή άφε τα",0
Του πεθαμέν το καλό είναι σα δε θυμάται,0
"Αν ήκουε ο Θεός το ζήτουλα, εχάλαε και την κόλασι",0
Να βάλλουμε πιτρόπους την πιτρόπονε,0
Από το νειάου νειάου κι από το λάου λάου όσο μπορείς φυλάου,0
Βοήθα μου νύκτα και αυγή να σ' εχω μάννα και αδελφή,0
"Οποίος σπέρνει βάσανα, αγγούσαις θα θερίση",0
Του Μάη τη νύκτα φύλαγε τ' Αυγούστου την ημέρα,0
Άστατος σαν τον Απρίλι,0
"Όποιος θε να παντρευτή, να κάνη πρώτα το σταυρό του",0
Είναι π' αν κι ο θάνατος ειδέ μί τρομάρα μας,0
"Οι κώλοι της ξεβράκωτοι, κι απάνω τσι οι ντσεβρέδαις!",0
"Απ' όσ' ακούσης τα μισά, κι ακόμα παρά κάτου....... κι ά' θές κατέβ' ακόμα",0
"Αμαρτία ξεμολογημένη, η μισή συχωρεμένη",0
Με αιτώ λαμβάνει,0
"Ο λαός και το νερό, όθε τα γύρεις γέρνουνε",0
Τα θορείς πάει ρωτοντας,0
Να μην εινόγα' ο άνθρωπος μα που δεν τρώει χορτάρια!,0
"Το 'μηρός να πάρω ο νειος, κι' απέ κυπιγατόνε!",0
Από τον καιρό του παγούρωνε,0
"Λές κ' εκεί που τα μετράν, σωστά τα βγάνουν ούλοι",0
"Και το ιδής παρηγοριά είναι, και το πιάσμα χάριν έχει",0
Όποιος το ξένο κρέας λυπάται το δικό του του τρώγει ο σκύλος,0
Τ' ακούει ο αφέντης το καλό και τόνε πιάν' η ζάλη,0
Εδώ καράβια πνίγουνται κι' εσύ βαρκούλα τ' ήθελες;,0
Πως θα φάη α δεν αρπάξη ο λύκος,0
"Ά δεν είμαστ΄ ούχοι όμοιοι, πρώτος νόμος είν΄ ο γρόθος",0
Τα δεν εκαταδέχθηκες δες μην τα διακαντίζης,0
Πως θαν τον πης τον ξένονε,0
"Τα ΄χει η γάτα στην κοιλιά της, μετ΄ εδαύτα νιαουρίζει",0
Άλλος δεν είν' άχρειαστος όξ' απ' τον παινεσιάρη,0
"Όποιος γοράζει κέρατα, για πούλημα θαν τα 'χη!",0
"Α δεν το 'νογαε πως θα βγουν (πουλιά), δεν εκάθονταν η κόττα ναν τα κλώση (τ' αυγά της)",0
"Από βραδύς τ' άϊ Γιαννιού, στουν δώδεκ' Άποστολων, κι από την πρώτη του μηνός στον δώδεκα τ' Αυγούστου",0
"Ο Θεός ανθρώπους έκαμε, όχι μασκαράδες",0
Μέτρα τα και πες τα χίλια,0
"Α δεν το στίψης το κερί, το μέλι δεν το βγάνει",0
"Και τριαντάφυλλα να βάλλης στο νερό, θαν΄ το θολώσης",0
"Όποιος ακαρτερεί να φάγη, ποτέ του δεν πεινάει",0
Να μην ακούσης τον κούκο!,0
Τα δεν έχει ορέγεται. Τα ΄χει ζωναμοσκεύεται,0
Ο καπνός και ο ταμπάκος του διαβόλου το λιβάνι,0
Αγάπα η γρήα τον χορόν κι' ηύρηκε άντρα ταμπουρλή,0
Που κάνει τον περίφανο δε θα 'νοχλάτι κανένα!,0
Το καλό κρασί και το καλό παλληκάρι ολίγο βασταίνουν,0
"Μούστος άβρεχος, μούστος άμετρος",0
"Απ' τα πολλά τα κλάμματα, του στέρεψαν τα δάκρυα!",0
"Λιχιπασμένα μάγουλα, μήτε που ωμορφαίνουνε, μήτε φκιασιδόνονται",0
"Τ' άλογο στό ίδεις, και το πάη στό πιάσμου",0
Αδικία μεγάλη (είναι) του κερατά το καταφρονείο,0
Με την κουταμάρα του έδεσε τη γομάρα του,0
Λαχανάκι που γελάσης στην αυλή σου θα φυτρώση,0
Τα 'χαν τα μαλλιά τ' απόχτησαν οι κότσοι,0
"Νά λείπ' ο δεσπότης, κ' ήβλεπες τόν παπά τρέχα!",0
"Ναν' τον αναγκάζης, ν' αποκόψω",0
"Όποιος λέει τον πόνο του, βρίσκει και το γιατρό του",0
"Οξ΄απ΄τον καιρό, (τ΄άλλα) ούλα πάνε κ΄έρχονται!",0
"Και τα βαρυά στο γάιδαρο, και τ' αλαφρά στο γάιδαρο",0
"Λες 'τι ξερει ο γάϊδαρος, γιατί χορεύη ο αφέντης του",0
"Τά σά εμά, καί τά δικά μου χώρια",0
"Α θα ζυμώσης το ταχύ, από βραδύς το ζύμωμα",0
"Άγισι μια φορά ήτανε, τώρα όποιος φάη τον άλλονε",0
Νερροπλυτά του γουρουνιού τα σύβρακα!,0
"Να 'χες Μάρω μου μυαλό, δεν το πάθενες αυτό",0
Όπως μιλεί έτσι φέρνεται,0
"Ο ακαμάτης για να μη σκυθή απο τον τόπο του, εξιδιάστω ατιά νου του",0
"Λάμν' εσύ, κ' εγώ στην πρύμη!",0
"Την πόρτα του είκλησας, και το στόμα του κόσμου, θε μπορ' αν τα κλείσης!",0
Τα λόγια έφεραν τον καυγά,0
Της καλής μάνας το παιδί το πρώτο είναι θηλυκό,0
"Εσύ φιλείς καί λειτουργάς κι' εγώ πού σφρίζω, βλάπτω;",0
Ποτά ούβασι να κάμουνε τα ρίφια με τσου λύκους,0
"Ξεφλουδέται σαν τ΄ αυγό, σαν το φρίγο το νεράντσι",0
Τα 'παθε και τα 'μαθε,0
Άφισες το Θεό; Σ' απαράτησαν ούλι ... και σε πήρε ο διάολος,0
"Α δε μείνης άρχοντας, πως θα γένης διάολος",0
"Από την πισινή, δέ 'φεύγουν κ' αμαρτίαις",0
"Όξ α' θηλυαστή και κρεμαστή μονάχος, άλλο κάνα πράμμα, δε μπορή ναν τον ευχαριστήση τον αχάριστον!",0
Αναστάσεως ημέρα,0
"Οποίος κάνει τή δουλιά μου, εκειός θά φάη και τον παρά μου",0
"Α δεν αρχηνίσης από λόγου σου, άλλη άκρη πουθενά δε βρίσκεις ν' αρχηνίσης",0
Πέτρα που κυλάει δε μουρδουλώνεται,0
Πόσα που ειν' σλέθρια κι' ο νόμος τα σχοράει,0
Η μοναξιά κάνει τον κλέπτη,0
"Αλαφρόϊσκιωτος ειν', και βλέπει ονείρωτα εξότηνος !",0
Λαός νερό κ' εκειό κουρκουτιασμένο,0
Λαχανόπιττα μα φκιάση!,0
"Πόσα έχεις πες μου, και να σου πω τι είσαι",0
"Ποτέ ο κουτός δεν εμπερδεύτικε, ποτέ του μπαίγνουν δεν του πόνεσε κεφάλι",0
Έχες; Τρως. Δεν έχεις; Στέκεις και τηράζεις,0
"Που να θυμηθούν τ΄ εγγόνια, του παππούλι τους τα χρόνια",0
Και του παρήκουα του παδιού του γονειού παιδιά τους είναι,0
"Ξεπεσομένος άρχοντας, ζωντανοκολασμένος, λιοντάρι ψόφιο, χαρτί μουρδουλωμένο",0
Ο άνδρας είν' που θα ντ' ορίζω όχι η γναίκα,0
Ο αγέρας πάντα δέ 'φυσάει,0
Οπώχει μοίρα δεν του φυλάγεται,0
"Άλλοτα στο κουτσογαϊδουρο, που ναν κουτσός κι ο αφέντης του!",0
"Τι' ναν του πω τση μοίρας μου, σα λέω και δε μ' ακούει!",0
